können	-	-
sie	-	-
nur	-	-
maßvolle	R:ADJ:FORM	maßvolles
Gehalt	-	-
verdienen	-	-
,	-	-
weil	-	-
sie	-	-
als	-	-
städtische	-	-
Beamte	-	-
arbeiten	-	-
.	-	-
		
Die	-	-
Polizei	-	-
und	-	-
die	-	-
Feuerwehr	-	-
bekommen	-	-
Danger	R:OTHER	einen
Pay	R:NOUN	Risikozuschlag
,	-	-
deshalb	-	-
verdienen	-	-
sie	-	-
mehr	-	-
als	-	-
Lehrer	-	-
,	-	-
obwohl	-	-
Generationen	-	-
von	-	-
schlecten	R:SPELL	schlecht
ausgebildeten	-	-
Kinder	R:NOUN:FORM	Kindern
eine	-	-
profunde	-	-
Gefahr	-	-
für	-	-
die	-	-
Gesellschaft	-	-
sind	-	-
.	-	-
		
1	-	-
		
Die	M:ADP	Auf die
Frage	-	-
warum	M:PUNCT	,
Kriminalität	-	-
entsteht	-	-
ist	M:PUNCT	,
nicht	-	-
leicht	-	-
zu	-	-
antworten	-	-
.	-	-
		
Die	-	-
Gründe	-	-
sind	-	-
vielfältig	-	-
.	-	-
		
Menschen	-	-
werden	-	-
gewaltätig	R:SPELL	gewalttätig
aus	-	-
sozialen	-	-
Gründen	-	-
;	-	-
		
sie	-	-
haben	-	-
keine	-	-
Perspektiven	-	-
,	-	-
sie	-	-
leben	-	-
in	-	-
Armut	-	-
und	-	-
haben	-	-
keine	-	-
Arbeit	-	-
.	-	-
		
Solche	-	-
Bedingungen	-	-
,	-	-
wo	R:OTHER	in denen
die	-	-
Menschen	-	-
völlig	-	-
verzweifelt	-	-
sind	-	-
,	-	-
veranlasst	R:VERB:FORM	veranlassen
die	-	-
Opfer	-	-
der	-	-
Gesellschaft	-	-
gewaltätig	R:SPELL	gewalttätig
zu	-	-
handeln	-	-
.	-	-
		
Gewalt	-	-
und	-	-
Kriminalität	-	-
ist	R:AUX:FORM	sind
ihre	-	-
einziges	R:ADJ:FORM	einzigen
Mittel	-	-
,	-	-
um	-	-
in	-	-
der	-	-
Gesellschaft	-	-
eine	-	-
Stimme	-	-
zu	-	-
haben	-	-
.	-	-
		
Es	-	-
ist	-	-
eine	-	-
Antwort	-	-
,	-	-
eine	-	-
Art	-	-
Ausdruck	-	-
und	-	-
Revolt	R:SPELL	Revolte
.	-	-
		
Aber	-	-
kann	-	-
die	-	-
Kriminalität	-	-
rechtfertigt	R:VERB:FORM	gerechtfertigt
werden	-	-
?	-	-
		
gibt	R:ORTH	Gibt
es	-	-
Situationen	-	-
,	-	-
wo	R:OTHER	in denen
die	-	-
Täter	-	-
entschuldigt	-	-
sein	-	-
können	-	-
?	-	-
		
Außerdem	-	-
entsteht	-	-
Kriminalität	-	-
aus	-	-
psychologische	R:ADJ:FORM	psychologischen
Gründen	-	-
.	-	-
		
Die	-	-
Täter	-	-
leiden	-	-
an	-	-
eine	R:DET:FORM	einer
psycholgische	R:SPELL	psychologischen
Krankheit	-	-
und	-	-
sind	-	-
unfähig	-	-
ihre	M:PUNCT	,
Handlungen	-	-
zu	-	-
kontrollieren	-	-
.	-	-
		
Kann	-	-
man	-	-
Kriminalität	-	-
rechtfertigen	-	-
?	-	-
		
Zuerst	-	-
kann	-	-
man	-	-
versuchen	-	-
eine	-	-
kriminelle	-	-
Handlung	-	-
zu	-	-
erklären	-	-
.	-	-
		
Aus	-	-
reiner	-	-
Verzweiflung	-	-
kann	-	-
man	-	-
zu	-	-
Kriminalität	-	-
neigen	-	-
.	-	-
		
Die	R:DET:FORM	Der
Mangel	-	-
an	-	-
Aussichten	-	-
,	-	-
das	-	-
Gefühl	-	-
ausgeschlossen	M:PUNCT	,
zu	-	-
sein	-	-
und	-	-
die	-	-
Frustration	-	-
die	M:PUNCT	,
davon	R:ADV	dadurch
entsteht	-	-
können	M:PUNCT	,
dazu	-	-
beitragen	-	-
,	-	-
das	R:DET:FORM	den
Mensch	R:NOUN:FORM	Menschen
gewaltig	-	-
zu	-	-
machen	-	-
.	-	-
		
Wäre	-	-
die	-	-
Gesellschft	R:SPELL	Gesellschaft
nicht	-	-
so	-	-
unrecht	R:ADJ	ungerecht
,	-	-
dann	-	-
wäre	-	-
das	-	-
Kriminalitätsniveau	-	-
bestimmt	-	-
niedriger	-	-
.	-	-
		
Ein	-	-
Mann	-	-
,	-	-
der	-	-
Geld	-	-
oder	-	-
Brot	-	-
von	-	-
einem	-	-
Geschäft	-	-
stelht	R:OTHER	stiehlt ,
ist	-	-
als	-	-
kriminell	-	-
zu	-	-
betrachten	-	-
.	-	-
		
Aber	-	-
kann	-	-
man	-	-
diesen	-	-
Mann	-	-
so	-	-
schnell	-	-
beurteilen	-	-
,	-	-
wenn	-	-
er	-	-
für	-	-
seine	-	-
Familie	-	-
gestohlen	-	-
hat	-	-
,	-	-
um	-	-
sie	-	-
zu	-	-
ernähren	-	-
und	-	-
sie	-	-
am	-	-
Leben	-	-
zu	-	-
halten	-	-
?	-	-
		
Kriminalität	-	-
in	-	-
Schulen	-	-
wird	-	-
leider	-	-
immer	-	-
häufiger	-	-
.	-	-
		
Kinder	-	-
von	-	-
Migranten	-	-
zum	-	-
Beispiel	-	-
neigen	-	-
zu	-	-
Gewalt	-	-
,	-	-
weil	-	-
sie	-	-
sich	-	-
ausgeschlossen	-	-
fühlen	-	-
.	-	-
		
Wegen	-	-
ihre	R:DET:FORM	ihres
schlschte	R:SPELL	schlechten
Bildungsniveau	R:NOUN:FORM	Bildungsniveaus
haben	-	-
sie	-	-
keine	-	-
Perspektiven	-	-
.	-	-
		
Manche	-	-
können	-	-
weder	-	-
lesen	-	-
noch	-	-
schreiben	-	-
.	-	-
		
Da	-	-
sie	-	-
sich	-	-
in	-	-
die	-	-
Gesellschaft	-	-
nicht	-	-
integrieren	-	-
können	-	-
,	-	-
entsteht	-	-
Frustration	-	-
und	-	-
Gewalt	-	-
.	-	-
		
Aber	-	-
ist	-	-
Kriminalität	-	-
keine	-	-
vernünftige	-	-
Lösung	-	-
?	-	-
		
Statt	-	-
Konflikte	-	-
friedlich	-	-
zu	-	-
lösen	-	-
,	-	-
indem	-	-
man	-	-
mit	R:ORTH	miteinander
einander	R:ORTH	miteinander
redet	-	-
,	-	-
neigt	-	-
man	-	-
sofort	-	-
zu	-	-
Gewalt	-	-
.	-	-
		
Kriminalität	-	-
ist	-	-
das	R:DET:FORM	die
einfachste	-	-
und	-	-
schnellste	-	-
Lösung	-	-
.	-	-
		
Aber	-	-
Kriminalität	-	-
löst	-	-
keine	-	-
Probleme	-	-
.	-	-
		
Es	-	-
ist	-	-
ein	-	-
unvernünftiges	-	-
Mittel	-	-
,	-	-
um	-	-
unsere	-	-
Frustration	-	-
und	-	-
unseren	-	-
Haß	R:NOUN:FORM	Hass
zu	-	-
mildern	-	-
.	-	-
		
Indem	-	-
man	-	-
zu	-	-
Kriminalität	-	-
neigt	-	-
,	-	-
hat	-	-
man	-	-
den	-	-
Eindruck	-	-
,	-	-
schnell	U:OTHER	
von	U:OTHER	
seinen	R:DET:FORM	seine
Problemen	R:NOUN:FORM	Probleme
los	R:OTHER	schnell loszuwerden
zu	R:OTHER	schnell loszuwerden
werden	R:OTHER	schnell loszuwerden
.	-	-
		
Aber	-	-
Kriminalität	-	-
ist	-	-
keine	-	-
langfristige	-	-
Lösung	-	-
.	-	-
		
Die	-	-
Probleme	-	-
werden	-	-
momentan	-	-
gelöst	-	-
aber	M:PUNCT	,
sie	-	-
tauchen	-	-
bald	-	-
wieder	-	-
auf	-	-
.	-	-
		
Die	-	-
Wirkung	-	-
von	-	-
Kriminalität	-	-
ist	-	-
nur	-	-
kurzfristig	-	-
.	-	-
		
Außerdem	-	-
trägt	-	-
Kriminalität	-	-
dazu	-	-
bei	-	-
,	-	-
die	-	-
gesellschaft	R:ORTH	Gesellschaft
immer	-	-
mehr	R:OTHER	gewalttätiger
gewaltig	R:OTHER	gewalttätiger
zu	-	-
machen	-	-
.	-	-
		
Je	-	-
häufiger	-	-
es	-	-
kriminelle	-	-
Handlungen	-	-
gibt	-	-
,	-	-
desto	-	-
gewaltätiger	R:SPELL	gewalttätiger
wird	-	-
die	-	-
Gesellschaft	-	-
.	-	-
		
Aber	-	-
es	-	-
gibt	-	-
verschiedene	-	-
Arte	R:MORPH	Arten
von	-	-
Kriminalität	-	-
.	-	-
		
Kriminell	-	-
ist	-	-
nicht	-	-
nur	-	-
eine	-	-
Ermorderung	R:SPELL	Ermordung
,	-	-
sondern	-	-
auch	-	-
einen	R:DET:FORM	ein
Diebstahl	-	-
oder	-	-
die	-	-
Ausrottung	-	-
eines	-	-
ganzen	-	-
Volks	-	-
.	-	-
		
Kriminell	-	-
waren	-	-
natürlich	-	-
die	-	-
Konzentrationslager	-	-
,	-	-
wo	-	-
die	-	-
Juden	-	-
und	-	-
politische	R:ADJ:FORM	politischen
Gefangenen	-	-
eingesperrt	-	-
waren	-	-
.	-	-
		
Der	-	-
Krieg	-	-
ist	-	-
natürlich	-	-
auch	-	-
kriminell	-	-
,	-	-
weil	-	-
Menschen	-	-
sterben	-	-
.	-	-
		
Aber	-	-
wenn	-	-
der	-	-
Krieg	-	-
als	-	-
ein	-	-
Mittel	-	-
,	-	-
um	U:SCONJ	
die	-	-
wirtschaftliche	-	-
Situation	-	-
eines	-	-
Landes	-	-
zu	-	-
verbessern	-	-
,	-	-
benützt	-	-
wird	-	-
,	-	-
können	-	-
die	-	-
Politiker	-	-
und	-	-
Industrieller	R:NOUN:FORM	Industriellen
als	-	-
Kriminelle	-	-
betrachtet	-	-
werden	-	-
.	-	-
		
Zum	-	-
Schluss	-	-
ist	-	-
es	-	-
schwer	-	-
die	M:PUNCT	,
Kriminalität	-	-
zu	-	-
definieren	-	-
und	-	-
deshalb	-	-
zu	-	-
sagen	-	-
,	-	-
ob	-	-
es	-	-
möglich	-	-
ist	-	-
,	-	-
sie	-	-
rechtzufertigen	R:SPELL	rechtfertigen
oder	-	-
nicht	-	-
.	-	-
		
Verzeihbar	R:OTHER	Verzeihen kann man
ist	R:OTHER	Verzeihen kann man
vielleicht	-	-
ein	R:DET:FORM	einem
Mann	-	-
,	-	-
der	-	-
ein	-	-
Stück	-	-
Brot	-	-
stehlt	R:VERB	stiehlt
,	-	-
um	-	-
nicht	-	-
zu	-	-
sterben	-	-
.	-	-
		
Leicht	-	-
ist	-	-
es	-	-
diese	M:PUNCT	,
Handlung	-	-
zu	-	-
verurtelien	R:SPELL	verurteilen
aber	M:PUNCT	,
was	-	-
würden	-	-
wir	-	-
in	-	-
einer	-	-
solchen	-	-
Situation	-	-
tun	-	-
?	-	-
		
Dieser	-	-
Fall	-	-
ist	-	-
aber	-	-
eine	-	-
Ausnahme	-	-
.	-	-
		
Menschen	-	-
,	-	-
die	-	-
aus	-	-
Vergnügen	-	-
zu	-	-
Kriminalität	-	-
neigen	-	-
,	-	-
sind	-	-
einfach	-	-
krank	-	-
.	-	-
		
Menschen	-	-
,	-	-
die	-	-
aus	-	-
Ehrgeiz	-	-
oder	-	-
aus	-	-
persönnlichen	R:SPELL	persönlichen
Interessen	-	-
kriminell	-	-
handeln	-	-
,	-	-
sind	R:OTHER	kann man nicht verzeihen
unverzeihbar	R:OTHER	kann man nicht verzeihen
.	-	-
		
Man	-	-
muss	-	-
Kriminalität	-	-
auf	-	-
jeden	-	-
Fall	-	-
vermeiden	-	-
,	-	-
weil	-	-
sie	-	-
eine	-	-
Art	-	-
von	-	-
Gewalt	-	-
ist	-	-
.	-	-
		
Gewalt	-	-
ist	-	-
keine	-	-
wirksame	-	-
und	-	-
langfristige	-	-
Lösung	-	-
.	-	-
		
Wenn	-	-
wir	-	-
über	-	-
Gesellschaft	-	-
sprechen	-	-
,	-	-
verstehen	-	-
wir	-	-
unter	-	-
diesem	-	-
Begriff	-	-
eine	-	-
Menge	-	-
von	-	-
Menschen	-	-
,	-	-
die	-	-
diese	-	-
Gesellschaft	-	-
schaffen	-	-
.	-	-
		
Sie	-	-
bauen	-	-
die	-	-
Gesellschaft	-	-
durch	-	-
ihre	-	-
Hilfe	-	-
,	-	-
Beiträge	-	-
,	R:OTHER	und
gute	R:ADJ:FORM	guten
Leistungen	-	-
,	-	-
die	-	-
sie	-	-
leisten	-	-
,	U:OTHER	
machen	U:OTHER	
.	-	-
		
Jeder	-	-
Mensch	-	-
legt	-	-
,	-	-
sozusagen	-	-
,	-	-
ein	-	-
Ziegelchen	-	-
.	-	-
		
Natürlich	-	-
diese	R:WO	sind diese Ziegelchen
Ziegelchen	R:WO	sind diese Ziegelchen
sind	R:WO	sind diese Ziegelchen
nicht	-	-
gleich	-	-
.	-	-
		
Jemand	-	-
macht	-	-
etwas	-	-
nützliches	R:ORTH	Nützliches
für	-	-
sein	-	-
Volk	-	-
,	R:OTHER	und
für	-	-
seine	-	-
Heimat	-	-
und	-	-
anderer	R:PRON:FORM	andere
im	R:OTHER	das
Gegenteil	-	-
.	-	-
		
Jeder	-	-
Mensch	-	-
strebt	-	-
danach	-	-
,	-	-
sein	-	-
Leben	-	-
schön	-	-
zu	-	-
schaffen	R:VERB	gestalten
.	-	-
		
Das	-	-
ist	-	-
aber	-	-
von	-	-
seinem	-	-
Beruf	-	-
,	-	-
von	-	-
seiner	-	-
Tätigkeit	-	-
,	R:OTHER	seinem
sozialischen	R:SPELL	sozialen
Zustand	-	-
abhängig	-	-
.	-	-
		
Nicht	-	-
alle	-	-
haben	-	-
ausreichenden	M:DET	einen
Zustand	-	-
,	-	-
Seine	R:DET	ihre
Wünsche	-	-
,	R:OTHER	und
Träume	-	-
in	-	-
Erfüllung	-	-
zu	R:WO	gehen zu
gehen	R:WO	gehen zu
lassen	-	-
.	-	-
		
Es	-	-
gibt	-	-
viele	-	-
Gründe	-	-
dafür	-	-
:	-	-
wenige	R:DET:FORM	wenig
Entlohnung	-	-
,	-	-
die	-	-
nur	-	-
für	-	-
Alltagsleben	M:DET	das
genug	-	-
ist	-	-
,	-	-
grosse	R:OTHER	eine große
Steuer	-	-
,	-	-
besonders	-	-
in	-	-
Europa	-	-
,	R:OTHER	und
in	-	-
den	-	-
USA	-	-
...	R:PUNCT	.
		
Arbeitslosigkeit	-	-
steht	-	-
auf	M:ADV	auch
hochem	R:OTHER	einem hohen
Niveu	R:SPELL	Niveau
auch	U:ADV	
.	-	-
		
Ja	M:PUNCT	.
,	-	-
das	-	-
sagt	-	-
man	-	-
.	-	-
		
Ist	-	-
es	-	-
aber	-	-
wirklich	-	-
so	-	-
?	-	-
		
Wir	-	-
haben	-	-
alle	-	-
verschieden	R:ADJ:FORM	verschiedene
Gesetzte	R:NOUN	Gesetze
,	-	-
die	-	-
uns	-	-
sagen	-	-
,	-	-
was	-	-
moralisch	-	-
und	-	-
ethisch	-	-
ist	-	-
.	-	-
		
Die	-	-
Praxis	-	-
ist	-	-
aber	-	-
einbißchen	R:OTHER	ein bisschen
anders	-	-
.	-	-
		
Wozu	-	-
soll	-	-
man	-	-
moralisch	-	-
und	-	-
ethisch	-	-
sein	-	-
,	-	-
wenn	-	-
sich	-	-
die	-	-
anderen	-	-
auch	-	-
ohne	-	-
diese	-	-
"	-	-
Mehrwertdinge	-	-
"	-	-
ihr	-	-
Leben	-	-
einrichten	-	-
können	-	-
und	-	-
sogar	R:WO	vielleicht sogar
vielleicht	R:WO	vielleicht sogar
ein	-	-
besseres	-	-
als	-	-
die	-	-
,	-	-
die	-	-
die	R:DET:FORM	der
Morallität	R:SPELL	Moralität
und	-	-
Ethik	-	-
folgen	-	-
?	-	-
		
Ich	-	-
spreche	-	-
gar	-	-
nicht	-	-
für	-	-
die	-	-
Kriminalität	-	-
;	R:PUNCT	.
		
ich	R:ORTH	Ich
versuche	-	-
nur	-	-
hierher	-	-
zu	-	-
bringen	-	-
,	-	-
dass	-	-
sie	-	-
leider	-	-
zu	-	-
einem	-	-
üblichen	-	-
Teil	-	-
des	-	-
Alltags	-	-
wurde	-	-
.	-	-
		
Obwohl	-	-
sie	-	-
allerdings	-	-
nicht	-	-
ein	M:ADV	nur
Fenomän	R:OTHER	Phänomen
nur	R:OTHER	Phänomen
unserer	-	-
Epoche	-	-
ist	-	-
.	-	-
		
Was	-	-
ich	-	-
mich	R:PRON:FORM	mir
unter	-	-
Kriminalität	-	-
vorstelle	-	-
?	-	-
		
Verschiedene	-	-
Sachen	-	-
.	-	-
		
Meistens	-	-
(	-	-
vielleicht	-	-
immer	-	-
)	-	-
ist	-	-
Kriminalität	-	-
,	-	-
meiner	-	-
Meinung	-	-
nach	-	-
,	-	-
mit	-	-
der	-	-
Beschädigung	-	-
einer	-	-
anderen	-	-
Person	-	-
oder	-	-
mehrerer	-	-
Personen	-	-
verbunden	-	-
.	-	-
		
Von	-	-
dem	-	-
Spezifikum	-	-
der	-	-
Beschädigung	-	-
hängt	-	-
dann	-	-
ab	-	-
,	-	-
wie	-	-
die	-	-
Gesellschaft	-	-
darauf	-	-
reagiert	-	-
und	-	-
welche	-	-
Strafen	-	-
dem	R:DET:FORM	den
Verbrechern	-	-
zugesagt	-	-
werden	-	-
.	-	-
		
Ich	-	-
persönlich	-	-
unterscheide	-	-
zwei	-	-
unterschiedliche	-	-
Stufen	-	-
in	-	-
der	-	-
Kriminalität	-	-
:	-	-
		
Eine	-	-
,	-	-
die	-	-
direkt	-	-
ist	-	-
und	-	-
das	R:DET:FORM	den
Körper	-	-
und	-	-
die	-	-
Seele	-	-
eines	-	-
anderen	-	-
Menschens	R:SPELL	Menschen
atackiert	R:SPELL	attackiert
.	-	-
		
So	-	-
z.	-	-
B.	-	-
:	-	-
Überfälle	-	-
an	-	-
der	-	-
Straße	-	-
aber	-	-
auch	-	-
zu	-	-
Hause	-	-
,	-	-
unwillige	-	-
Streiten	R:NOUN	Streitereien
zwischen	-	-
Menschen	-	-
,	-	-
sowie	-	-
auch	-	-
psychische	-	-
Drücke	-	-
der	-	-
Bettler	-	-
.	-	-
		
Die	-	-
andere	-	-
nenne	-	-
ich	-	-
eine	-	-
materiell	-	-
bedingte	-	-
Kriminalität	-	-
.	-	-
		
Manchmal	-	-
ist	-	-
sie	-	-
so	-	-
nah	-	-
zur	R:OTHER	an
seelischen	-	-
und	-	-
körperlichen	-	-
Bedrohung	-	-
,	-	-
dass	-	-
sie	-	-
fast	-	-
mit	-	-
der	-	-
ersten	-	-
das	R:OTHER	identisch
selbe	R:OTHER	identisch
sind	R:AUX:FORM	ist
(	-	-
Überfälle	-	-
auf	-	-
der	-	-
Straße	-	-
um	M:PUNCT	,
die	-	-
Portmonnäe	R:SPELL	Portemonnaies
zu	-	-
stiehlen	R:SPELL	stehlen
)	-	-
,	-	-
aber	-	-
trotzt	R:OTHER	trotzdem
diesem	R:OTHER	trotzdem
meine	-	-
ich	-	-
damit	-	-
auch	-	-
z.	-	-
B.	-	-
:	U:PUNCT	
Bank-	-	-
und	-	-
Internetverbrechung	R:SPELL	Internetverbrechen
,	-	-
Taschendieber	R:SPELL	Taschendiebe
,	-	-
Einbrechen	-	-
in	-	-
eine	-	-
fremde	-	-
Wohnung	-	-
oder	-	-
Haus	M:OTHER	in ein fremdes
,	U:PUNCT	
usw.	-	-
		
Also	-	-
die	-	-
Taten	-	-
,	-	-
die	-	-
man	-	-
erst	-	-
später	-	-
entdeckt	-	-
,	-	-
wenn	-	-
der	-	-
Verbrecher	-	-
selbst	-	-
seit	-	-
langem	-	-
hinter	-	-
den	-	-
Bergen	-	-
ist	-	-
und	-	-
lacht	-	-
.	-	-
		
Eigene	-	-
Erfahrungen	-	-
von	R:ADP	aus
letzter	-	-
Zeit	-	-
:	-	-
		
Ich	-	-
habe	-	-
bis	-	-
jetzt	-	-
ganz	R:OTHER	viel
Glück	-	-
gehabt	-	-
(	-	-
ich	-	-
klopfe	-	-
es	-	-
lieber	-	-
an	-	-
das	-	-
Holz	-	-
...	U:PUNCT	
)	-	-
,	-	-
d.	-	-
h.	-	-
dass	M:PUNCT	,
es	U:PRON	
an	-	-
mir	-	-
kein	-	-
Verbrechen	-	-
in	-	-
Berlin	-	-
ausgeübt	-	-
worden	-	-
ist	-	-
.	-	-
		
Obwohl	-	-
ich	-	-
so	-	-
oft	-	-
in	-	-
der	-	-
Nacht	-	-
allein	-	-
durch	-	-
die	-	-
Berliner	-	-
Straßen	-	-
(	-	-
in	M:CONJ	sowohl
der	-	-
Mitte	-	-
so	R:OTHER	als
wohl	R:ADV	auch
in	-	-
Neukölln	-	-
)	-	-
gehe	-	-
.	-	-
		
Ich	-	-
beruhige	-	-
mich	-	-
immer	-	-
mit	-	-
dem	-	-
Gedanken	-	-
an	-	-
den	-	-
Film	-	-
mit	-	-
Will	-	-
Smith	-	-
und	-	-
Tommy	-	-
Lee	-	-
